0.00e+00 1e-06 2.747349091565025e-01
4.00e-02 1e-06 2.692948607566069e-01
8.00e-02 1e-06 2.639624652419534e-01
1.20e-01 1e-06 2.587356582329433e-01
1.60e-01 1e-06 2.536123489370810e-01
2.00e-01 1e-06 2.485904879623367e-01
2.40e-01 1e-06 2.436680664973613e-01
2.80e-01 1e-06 2.388431155079358e-01
3.20e-01 1e-06 2.341137049493308e-01
3.60e-01 1e-06 2.294779429942631e-01
4.00e-01 1e-06 2.249339752761400e-01
4.40e-01 1e-06 2.204799841472869e-01
4.80e-01 1e-06 2.161141879518650e-01
5.20e-01 1e-06 2.118348403131849e-01
5.60e-01 1e-06 2.076402294351322e-01
6.00e-01 1e-06 2.035286774174268e-01
6.40e-01 1e-06 1.994985395844403e-01
6.80e-01 1e-06 1.955482038273036e-01
7.20e-01 1e-06 1.916760899590420e-01
7.60e-01 1e-06 1.878806490824792e-01
8.00e-01 1e-06 1.841603629706582e-01
8.40e-01 1e-06 1.805137434595296e-01
8.80e-01 1e-06 1.769393318526669e-01
9.20e-01 1e-06 1.734356983377678e-01
9.60e-01 1e-06 1.700014414147106e-01
1.00e+00 1e-06 1.666351873349354e-01
1.04e+00 1e-06 1.633355895519263e-01
1.08e+00 1e-06 1.601013281825749e-01
1.12e+00 1e-06 1.569311094792093e-01
1.16e+00 1e-06 1.538236653120782e-01
1.20e+00 1e-06 1.507777526620813e-01
1.24e+00 1e-06 1.477921531235462e-01
1.28e+00 1e-06 1.448656724168489e-01
1.32e+00 1e-06 1.419971399106862e-01
1.36e+00 1e-06 1.391854081538084e-01
1.40e+00 1e-06 1.364293524160222e-01
1.44e+00 1e-06 1.337278702382847e-01
1.48e+00 1e-06 1.310798809917046e-01
1.52e+00 1e-06 1.284843254452762e-01
1.56e+00 1e-06 1.259401653421731e-01
1.60e+00 1e-06 1.234463829844315e-01
1.64e+00 1e-06 1.210019808258573e-01
1.68e+00 1e-06 1.186059810729948e-01
1.72e+00 1e-06 1.162574252939956e-01
1.76e+00 1e-06 1.139553740352337e-01
1.80e+00 1e-06 1.116989064455112e-01
1.84e+00 1e-06 1.094871199077054e-01
1.88e+00 1e-06 1.073191296777105e-01
1.92e+00 1e-06 1.051940685305274e-01
1.96e+00 1e-06 1.031110864133629e-01
2.00e+00 1e-06 1.010693501055965e-01
2.04e+00 1e-06 9.906804288548167e-02
2.08e+00 1e-06 9.710636420344587e-02
2.12e+00 1e-06 9.518352936186023e-02
2.16e+00 1e-06 9.329876920114998e-02
2.20e+00 1e-06 9.145132979212038e-02
2.24e+00 1e-06 8.964047213437494e-02
2.28e+00 1e-06 8.786547186070548e-02
2.32e+00 1e-06 8.612561894733554e-02
2.36e+00 1e-06 8.442021742990143e-02
2.40e+00 1e-06 8.274858512505720e-02
2.44e+00 1e-06 8.111005335759218e-02
2.48e+00 1e-06 7.950396669295198e-02
2.52e+00 1e-06 7.792968267505600e-02
2.56e+00 1e-06 7.638657156930631e-02
2.60e+00 1e-06 7.487401611068553e-02
2.64e+00 1e-06 7.339141125684259e-02
2.68e+00 1e-06 7.193816394606757e-02
2.72e+00 1e-06 7.051369286005928e-02
2.76e+00 1e-06 6.911742819139011e-02
2.80e+00 1e-06 6.774881141557551e-02
2.84e+00 1e-06 6.640729506765668e-02
2.88e+00 1e-06 6.509234252320731e-02
2.92e+00 1e-06 6.380342778367669e-02
2.96e+00 1e-06 6.254003526598327e-02
3.00e+00 1e-06 6.130165959627450e-02
3.04e+00 1e-06 6.008780540777059e-02
3.08e+00 1e-06 5.889798714261122e-02
3.12e+00 1e-06 5.773172885762584e-02
3.16e+00 1e-06 5.658856403395015e-02
3.20e+00 1e-06 5.546803539041229e-02
3.24e+00 1e-06 5.436969470061428e-02
3.28e+00 1e-06 5.329310261363546e-02
3.32e+00 1e-06 5.223782847828626e-02
3.36e+00 1e-06 5.120345017084201e-02
3.40e+00 1e-06 5.018955392618787e-02
3.44e+00 1e-06 4.919573417230719e-02
3.48e+00 1e-06 4.822159336804734e-02
3.52e+00 1e-06 4.726674184409785e-02
3.56e+00 1e-06 4.633079764711759e-02
3.60e+00 1e-06 4.541338638694843e-02
3.64e+00 1e-06 4.451414108685390e-02
3.68e+00 1e-06 4.363270203672390e-02
3.72e+00 1e-06 4.276871664918574e-02
3.76e+00 1e-06 4.192183931856441e-02
3.80e+00 1e-06 4.109173128263578e-02
3.84e+00 1e-06 4.027806048711728e-02
3.88e+00 1e-06 3.948050145284160e-02
3.92e+00 1e-06 3.869873514556075e-02
3.96e+00 1e-06 3.793244884832814e-02
4.00e+00 1e-06 3.718133603640761e-02
